timestamp,cpu_pct,mem_pct,net_in_mbps,is_anomaly
168,47.65,48.9,61.97,0
169,46.19,49.15,59.65,0
170,45.84,52.84,57.82,0
171,46.13,49.63,62.92,0
172,48.41,46.04,58.67,0
173,49.73,48.3,61.51,0
174,49.6,46.23,60.75,0
175,51.31,48.65,61.39,0
176,48.93,46.19,64.42,0
177,53.32,47.88,67.24,0
178,48.22,46.92,57.95,0
179,57.24,49.8,63.23,0
180,51.02,49.24,61.0,0
181,46.63,49.72,63.46,0
182,46.05,49.12,63.33,0
183,50.77,47.21,64.28,0
184,48.72,50.09,62.08,0
185,51.59,52.22,59.78,0
186,50.93,49.97,63.46,0
187,49.35,48.73,61.89,0
188,47.09,47.25,61.23,0
189,45.14,48.04,60.8,0
190,48.41,50.1,63.81,0
191,52.37,51.05,65.05,0
192,50.51,49.85,59.5,0
193,46.18,50.68,63.18,0
194,50.5,50.56,61.24,0
195,51.19,50.27,59.09,0
196,47.44,48.54,62.37,0
197,50.61,49.81,60.45,0
198,50.38,48.29,59.01,0
199,46.84,49.61,60.65,0
200,51.39,50.09,60.2,0
201,52.06,52.13,61.01,0
202,53.68,47.67,59.69,0
203,53.65,50.37,61.6,0
204,46.41,51.88,61.01,0
205,47.78,50.82,63.23,0
206,52.2,50.95,63.71,0
207,52.25,50.59,63.09,0
208,52.31,51.68,62.14,0
209,62.37,48.11,62.13,0
210,52.58,47.68,61.02,0
211,54.33,49.77,61.11,0
212,53.83,46.55,64.19,0
213,52.98,51.65,59.3,0
214,50.13,51.65,62.7,0
215,53.41,49.19,62.26,0
216,48.86,49.3,64.14,0
217,50.52,49.76,60.14,0
218,49.83,49.96,63.05,0
219,51.58,50.09,63.75,0
220,58.33,50.75,59.3,0
221,45.83,49.67,61.0,0
222,53.54,51.36,63.0,0
223,46.69,50.63,64.25,0
224,50.16,49.06,63.63,0
225,54.9,51.99,64.42,0
226,51.87,47.97,61.18,0
227,48.49,49.88,60.2,0
228,49.63,51.48,63.59,0
229,53.86,48.96,61.0,0
230,49.68,50.52,61.76,0
231,52.56,50.89,65.4,0
232,52.1,48.8,63.95,0
233,50.05,49.99,62.47,0
234,58.48,49.88,62.25,0
235,54.0,49.3,64.92,0
236,46.07,53.6,64.14,0
237,52.75,49.01,61.32,0
238,50.25,51.68,59.89,0
239,54.83,49.59,67.58,0
240,49.94,48.57,61.41,0
241,52.02,50.36,64.95,0
242,53.92,51.2,66.95,0
243,55.05,51.62,64.26,0
244,48.89,52.59,62.79,0
245,51.53,54.68,61.18,0
246,51.15,50.65,61.18,0
247,50.66,49.29,64.85,0
248,57.96,50.98,67.03,0
249,53.91,49.91,63.37,0
250,48.96,51.71,63.08,0
251,55.53,48.39,65.62,0
252,59.19,53.9,62.88,0
253,55.96,51.64,64.84,0
254,48.34,47.84,64.4,0
255,51.48,49.32,63.53,0
256,56.78,51.62,64.35,0
257,50.89,52.17,67.94,0
258,54.38,48.51,65.65,0
259,55.41,51.5,66.66,0
260,50.35,47.52,62.66,0
261,52.98,50.31,66.72,0
262,43.48,52.13,65.84,0
263,50.16,49.64,61.59,0
264,52.51,48.22,65.7,0
265,49.56,50.71,63.62,0
266,58.24,49.6,61.58,0
267,49.09,51.46,64.96,0
268,52.09,49.2,65.81,0
269,53.84,49.37,65.06,0
270,57.8,47.51,64.56,0
271,49.2,50.81,64.15,0
272,57.03,50.32,69.77,0
273,53.61,48.79,62.5,0
274,50.66,50.87,66.63,0
275,55.03,52.13,64.94,0
276,54.27,50.28,63.23,0
277,51.9,51.01,64.87,0
278,53.94,51.03,62.2,0
279,52.61,48.82,63.82,0
280,54.13,53.72,64.94,0
281,55.81,49.94,61.96,0
282,58.61,51.64,66.1,0
283,50.17,51.82,63.18,0
284,60.31,50.46,62.22,0
285,48.08,51.59,62.99,0
286,53.51,51.06,69.53,0
287,55.76,48.57,61.24,0
288,54.86,50.21,66.09,0
289,52.18,49.8,63.74,0
290,53.45,50.03,64.56,0
291,52.62,48.77,66.49,0
292,52.36,52.43,66.41,0
293,56.7,53.15,63.96,0
294,55.25,52.22,62.63,0
295,52.12,52.67,66.61,0
296,56.92,50.25,66.48,0
297,55.17,49.82,64.83,0
298,56.71,49.61,66.3,0
299,56.18,51.75,64.54,0
300,51.83,51.14,63.8,0
301,52.66,50.69,65.48,0
302,56.6,52.75,66.53,0
303,56.22,51.42,66.13,0
304,54.34,49.56,66.54,0
305,54.78,49.81,64.02,0
306,58.28,51.86,68.72,0
307,52.69,52.4,64.89,0
308,56.13,51.67,65.35,0
309,53.9,53.7,62.97,0
310,53.87,53.31,65.23,0
311,57.84,51.52,66.7,0
312,57.04,49.61,67.18,0
313,57.02,48.91,68.79,0
314,58.51,50.3,66.72,0
315,54.68,52.01,66.25,0
316,56.68,53.63,64.81,0
317,53.72,51.52,64.4,0
318,55.64,52.65,67.67,0
319,54.29,50.54,67.65,0
320,54.99,51.84,63.6,0
321,56.5,52.15,67.22,0
322,52.27,47.95,67.08,0
323,61.02,50.3,63.56,0
324,51.74,52.35,66.88,0
325,51.12,51.34,63.71,0
326,58.25,49.14,60.97,0
327,57.17,47.29,65.51,0
328,56.68,50.39,66.36,0
329,56.7,50.84,65.62,0
330,54.79,49.62,71.6,0
331,52.15,51.17,66.63,0
332,55.08,51.71,66.18,0
333,52.83,51.96,66.75,0
334,57.8,47.43,65.01,0
335,54.44,48.99,67.76,0
336,52.41,50.51,66.63,0
337,53.94,51.83,66.55,0
338,56.15,51.71,64.68,0
339,53.22,51.68,62.8,0
340,52.46,50.4,64.94,0
341,55.66,50.49,66.51,0
342,55.67,49.89,65.06,0
343,53.42,52.14,66.54,0
344,53.54,49.6,65.5,0
345,55.65,52.26,66.83,0
346,50.62,51.3,64.02,0
347,50.75,50.92,66.36,0
348,52.82,50.01,64.7,0
349,54.34,48.96,62.91,0
350,55.91,50.02,65.65,0
351,59.41,50.5,69.06,0
352,57.56,47.44,63.07,0
353,54.51,50.7,66.23,0
354,54.94,52.38,67.59,0
355,51.99,51.85,70.6,0
356,54.94,50.25,65.01,0
357,54.13,51.07,64.73,0
358,55.97,50.17,63.67,0
359,52.52,51.22,68.28,0
360,56.56,53.31,64.27,0
361,59.6,52.45,65.26,0
362,54.67,51.78,62.3,0
363,56.2,50.26,67.77,0
364,57.07,52.12,68.31,0
365,53.79,48.47,67.69,0
366,55.67,50.62,62.78,0
367,55.03,51.87,67.21,0
368,55.28,52.11,62.64,0
369,52.67,52.0,66.1,0
370,55.05,51.44,66.39,0
371,56.47,50.7,66.6,0
372,59.33,51.8,67.05,0
373,57.85,49.56,65.96,0
374,61.42,49.72,62.05,0
375,52.66,51.08,67.04,0
376,57.57,51.25,66.16,0
377,55.5,48.25,64.15,0
378,61.51,51.66,62.81,0
379,52.51,52.14,69.03,0
380,52.4,50.86,68.4,0
381,53.12,54.54,67.34,0
382,48.54,49.95,64.57,0
383,53.32,50.43,60.89,0
384,52.61,50.37,67.44,0
385,55.33,50.85,66.64,0
386,55.9,50.47,65.15,0
387,60.49,48.85,68.14,0
388,57.7,50.14,67.58,0
389,53.11,50.81,66.22,0
390,52.13,52.79,65.93,0
391,56.29,54.25,65.96,0
392,50.84,52.94,67.2,0
393,60.29,49.77,64.12,0
394,58.32,49.89,66.68,0
395,53.36,50.69,63.97,0
396,49.61,53.6,68.48,0
397,58.8,50.67,66.86,0
398,54.38,48.93,64.4,0
399,58.42,50.16,65.93,0
400,49.91,52.04,64.05,0
401,52.88,51.94,68.75,0
402,54.68,50.6,68.98,0
403,54.79,51.92,67.11,0
404,53.28,47.48,68.82,0
405,56.48,51.04,66.0,0
406,51.4,52.17,67.21,0
407,54.15,49.62,68.11,0
408,54.92,49.61,65.64,0
409,56.09,48.06,65.78,0
410,56.66,53.24,67.49,0
411,51.13,49.77,66.9,0
412,49.89,51.21,64.08,0
413,58.3,51.75,61.2,0
414,55.44,53.1,65.21,0
415,52.18,50.6,61.35,0
416,59.06,50.01,63.54,0
417,54.73,51.07,63.76,0
418,57.9,52.74,64.35,0
419,54.54,50.55,67.11,0
420,60.5,49.36,67.53,0
421,59.56,48.48,66.45,0
422,53.53,48.95,66.68,0
423,57.16,52.07,66.71,0
424,56.16,50.29,60.39,0
425,58.31,49.85,65.38,0
426,51.28,49.68,61.75,0
427,56.21,50.87,66.34,0
428,57.3,50.38,61.11,0
429,48.82,50.32,64.92,0
430,50.52,52.75,66.36,0
431,47.93,53.02,63.0,0
432,53.21,48.29,67.14,0
433,56.15,51.19,66.21,0
434,58.47,49.52,65.93,0
435,54.16,50.31,66.55,0
436,58.8,51.14,64.41,0
437,49.74,50.35,65.41,0
438,48.74,51.0,65.1,0
439,53.66,51.66,65.03,0
440,54.95,51.08,63.69,0
441,53.67,49.66,62.53,0
442,47.53,49.68,64.31,0
443,53.44,48.45,64.18,0
444,49.76,49.32,63.46,0
445,55.65,53.54,66.62,0
446,54.71,49.39,62.54,0
447,50.76,48.78,64.52,0
448,52.0,51.04,67.17,0
449,50.33,50.39,66.63,0
450,53.29,50.25,67.21,0
451,56.31,52.65,63.57,0
452,50.45,51.35,66.3,0
453,54.89,49.72,62.57,0
454,51.75,49.87,64.12,0
455,50.93,49.74,64.28,0
456,52.95,51.79,63.47,0
457,50.13,50.01,63.86,0
458,51.54,47.77,63.57,0
459,49.57,50.38,62.57,0
460,59.02,48.13,66.21,0
461,53.19,53.7,64.11,0
462,50.95,48.97,64.84,0
463,53.66,50.16,64.74,0
464,52.64,50.78,64.49,0
465,52.27,49.95,64.54,0
466,54.74,49.93,63.71,0
467,55.13,50.99,67.12,0
468,51.23,52.64,65.78,0
469,51.05,51.49,64.26,0
470,51.92,52.54,63.3,0
471,45.79,48.74,63.92,0
472,48.11,50.77,64.96,0
473,56.72,50.52,67.09,0
474,57.51,50.8,61.31,0
475,51.79,52.32,65.35,0
476,54.22,49.92,66.25,0
477,53.38,49.63,60.99,0
478,61.64,51.02,63.56,0
479,55.72,47.54,61.76,0
480,51.94,49.84,64.72,0
481,49.41,49.98,63.1,0
482,47.41,48.79,63.53,0
483,52.8,51.74,62.93,0
484,49.87,48.55,65.16,0
485,47.83,49.93,64.14,0
486,50.11,50.56,64.1,0
487,48.76,52.13,63.93,0
488,57.02,50.07,64.71,0
489,54.56,51.48,63.01,0
490,51.84,51.11,66.9,0
491,56.26,50.23,60.99,0
492,52.01,48.4,59.97,0
493,49.14,47.87,59.76,0
494,56.25,50.16,59.18,0
495,53.25,49.17,64.65,0
496,48.47,51.35,64.37,0
497,50.96,51.08,65.64,0
498,48.86,49.67,61.07,0
499,47.28,48.19,64.64,0
500,54.16,50.68,63.22,0
501,57.06,48.37,63.4,0
502,47.09,48.75,64.28,0
503,52.92,48.4,61.47,0
504,49.23,49.65,68.12,0
505,49.67,51.59,65.57,0
506,49.3,49.82,61.8,0
507,48.43,49.14,60.64,0
508,51.12,47.5,62.6,0
509,48.43,50.6,63.1,0
510,51.68,48.59,64.82,0
511,50.66,49.92,60.31,0
512,50.04,49.2,63.18,0
513,47.98,50.97,59.51,0
514,48.92,49.46,63.39,0
515,52.86,49.59,62.26,0
516,52.05,50.39,66.31,0
517,47.56,52.81,59.3,0
518,50.73,50.96,65.09,0
519,52.63,49.48,58.89,0
520,45.31,49.6,59.6,0
521,51.89,48.79,58.86,0
522,48.22,48.14,62.67,0
523,51.86,48.72,59.77,0
524,47.8,48.37,59.38,0
525,44.62,50.49,62.43,0
526,45.1,47.89,62.89,0
527,50.07,51.48,62.02,0
528,50.64,50.59,61.57,0
529,47.09,49.47,65.5,0
530,51.66,49.42,62.09,0
531,44.7,48.57,63.36,0
532,49.43,49.79,61.99,0
533,45.93,51.0,59.46,0
534,47.55,48.3,62.71,0
535,49.59,47.03,60.25,0
536,46.81,50.37,61.33,0
537,48.17,49.78,62.07,0
538,52.28,47.6,57.53,0
539,47.47,48.16,58.14,0
540,51.65,47.95,63.13,0
541,45.69,48.14,59.94,0
542,50.61,48.72,59.98,0
543,53.28,48.79,61.5,0
544,41.48,48.19,60.34,0
545,46.44,48.01,61.9,0
546,50.5,48.79,60.91,0
547,48.09,49.36,61.36,0
548,49.75,48.62,59.51,0
549,46.76,50.81,61.25,0
550,48.77,49.82,63.02,0
551,47.98,46.65,59.62,0
552,51.89,49.8,62.54,0
553,49.08,49.9,60.55,0
554,49.27,48.32,62.07,0
555,46.95,46.71,60.81,0
556,46.66,48.95,60.43,0
557,46.76,48.9,61.14,0
558,49.17,47.21,62.82,0
559,46.66,46.7,60.81,0
560,48.73,48.73,61.24,0
561,54.01,48.49,59.49,0
562,50.33,48.19,63.32,0
563,46.68,48.67,61.4,0
564,51.19,47.12,60.22,0
565,46.29,48.1,59.77,0
566,41.34,49.54,61.92,0
567,44.36,48.19,58.69,0
568,41.7,46.19,56.28,0
569,46.19,47.96,59.94,0
570,47.23,47.05,62.12,0
571,52.14,49.03,62.87,0
572,48.02,49.09,59.41,0
573,46.31,46.1,59.66,0
574,49.38,49.71,60.56,0
575,40.19,46.88,58.93,0
576,47.46,50.87,60.44,0
577,49.0,48.43,59.18,0
578,42.18,46.61,61.31,0
579,49.97,46.75,60.68,0
580,47.49,48.96,60.8,0
581,45.15,47.83,58.71,0
582,48.23,48.25,62.91,0
583,53.07,50.8,59.97,0
584,46.73,47.31,59.44,0
585,46.86,48.42,57.37,0
586,44.66,50.44,58.64,0
587,43.42,48.7,59.0,0
588,48.38,45.86,57.14,0
589,43.25,49.0,58.07,0
590,45.96,46.48,58.27,0
591,44.24,50.31,58.65,0
592,47.04,46.95,54.95,0
593,46.53,52.61,58.15,0
594,48.56,50.34,57.61,0
595,43.85,46.92,58.26,0
596,44.49,48.12,60.31,0
597,42.29,49.2,62.29,0
598,43.82,49.22,59.48,0
599,46.21,48.69,55.59,0
600,47.27,49.88,57.31,0
601,42.16,47.79,59.13,0
602,47.46,47.4,58.85,0
603,48.84,47.41,59.79,0
604,45.94,49.2,57.56,0
605,50.25,48.43,56.97,0
606,42.22,48.3,61.14,0
607,40.73,49.03,57.69,0
608,39.05,44.74,55.48,0
609,48.8,48.26,60.4,0
610,46.2,48.1,54.4,0
611,43.99,50.25,50.34,0
612,44.92,45.43,58.8,0
613,40.63,50.04,59.02,0
614,51.26,47.79,57.97,0
615,44.23,48.39,54.47,0
616,44.1,50.14,56.9,0
617,45.87,48.45,56.39,0
618,45.05,48.18,55.81,0
619,44.2,47.92,59.65,0
620,41.08,46.81,54.67,0
621,44.79,47.47,57.33,0
622,48.94,46.41,59.02,0
623,47.25,47.4,57.33,0
624,47.91,43.94,58.99,0
625,41.52,48.06,57.57,0
626,40.01,47.21,57.24,0
627,42.52,46.86,57.05,0
628,42.98,47.67,57.48,0
629,46.02,45.17,55.42,0
630,37.58,50.19,53.52,0
631,47.16,47.12,57.97,0
632,42.02,47.03,58.32,0
633,41.13,45.78,56.43,0
634,39.29,47.23,54.77,0
635,37.28,49.26,52.68,0
636,44.64,48.7,55.91,0
637,42.31,48.41,52.97,0
638,38.13,47.92,52.63,0
639,38.04,46.54,55.5,0
640,40.83,44.88,53.94,0
641,46.77,46.73,56.1,0
642,40.9,46.65,55.02,0
643,37.08,48.55,54.06,0
644,40.77,47.42,51.8,0
645,40.61,49.35,53.44,0
646,33.26,48.7,53.44,0
647,41.1,46.19,52.56,0
648,40.49,44.16,54.29,0
649,43.19,48.91,52.58,0
650,46.56,48.84,54.48,0
651,44.31,44.73,55.23,0
652,40.04,49.02,53.03,0
653,37.44,47.3,55.46,0
654,48.4,46.95,51.82,0
655,40.77,49.1,52.25,0
656,40.55,48.67,54.18,0
657,40.36,47.61,55.72,0
658,40.94,47.31,56.01,0
659,39.83,47.5,57.43,0
660,38.46,45.95,53.39,0
661,38.45,46.44,53.82,0
662,39.91,45.15,51.94,0
663,38.29,45.98,51.43,0
664,37.7,45.9,54.33,0
665,40.07,45.47,52.25,0
666,38.9,46.61,56.2,0
667,44.1,45.89,50.74,0
668,31.55,47.1,54.57,0
669,42.69,43.89,51.52,0
670,43.07,46.13,51.82,0
671,33.02,46.47,54.47,0
672,38.13,45.78,51.97,0
673,37.96,45.96,52.23,0
674,34.76,43.82,51.57,0
675,36.57,46.71,56.69,0
676,35.48,47.12,51.82,0
677,43.99,46.86,53.09,0
678,41.45,47.65,52.51,0
679,42.37,46.37,53.29,0
680,40.64,46.76,51.55,0
681,35.0,46.25,52.31,0
682,36.73,47.02,53.43,0
683,39.68,43.6,50.85,0
684,34.46,44.6,54.68,0
685,40.18,48.29,54.8,0
686,37.24,42.2,53.58,0
687,36.75,45.65,52.44,0
688,39.92,47.59,46.25,0
689,39.03,45.67,53.01,0
690,36.53,45.18,51.31,0
691,41.0,45.95,51.53,0
692,34.19,45.2,48.16,0
693,39.2,45.75,52.87,0
694,39.04,44.65,48.91,0
695,36.25,47.32,51.98,0
696,38.07,47.76,53.48,0
697,33.25,45.4,50.66,0
698,39.69,43.5,53.97,0
699,36.28,44.76,49.97,0
700,35.17,45.25,52.6,0
701,39.8,46.26,48.72,0
702,34.46,43.96,53.32,0
703,32.26,44.29,52.94,0
704,31.73,46.18,52.05,0
705,38.13,46.8,50.26,0
706,32.38,44.43,48.17,0
707,41.4,43.34,50.13,0
708,29.8,50.24,53.06,0
709,41.05,46.46,51.03,0
710,36.51,44.86,47.59,0
711,35.5,46.54,48.38,0
712,34.06,45.02,53.06,0
713,36.81,46.48,51.46,0
714,35.41,45.4,47.95,0
715,38.75,45.27,46.82,0
716,35.69,44.93,49.03,0
717,35.71,42.91,46.51,0
718,34.08,47.96,49.83,0
719,34.92,43.61,54.97,0
720,35.92,42.96,46.81,0
721,29.78,44.65,49.56,0
722,30.78,43.51,52.48,0
723,36.97,44.84,51.29,0
724,35.16,45.93,49.42,0
725,34.01,46.36,49.36,0
726,34.53,46.07,47.27,0
727,35.43,44.36,48.98,0
728,32.68,44.86,49.93,0
729,31.88,45.38,51.58,0
730,34.72,42.1,48.06,0
731,31.11,45.57,48.85,0
732,35.18,42.5,47.26,0
733,28.76,47.72,49.54,0
734,36.87,44.03,50.59,0
735,35.11,44.33,50.21,0
736,34.37,43.43,46.54,0
737,36.47,43.61,49.11,0
738,38.43,47.94,47.39,0
739,36.39,45.91,50.7,0
740,27.73,42.15,48.28,0
741,29.33,46.71,45.5,0
742,31.21,46.21,48.03,0
743,33.07,43.98,49.31,0
744,34.46,44.83,48.82,0
745,30.65,44.32,47.23,0
746,33.3,47.28,47.02,0
747,30.38,43.1,46.14,0
748,30.73,44.49,47.26,0
749,28.26,43.6,46.27,0
750,29.62,42.07,49.85,0
751,28.25,47.48,46.04,0
752,29.29,42.39,48.02,0
753,35.29,44.47,47.81,0
754,29.2,41.5,49.53,0
755,39.85,43.49,49.74,0
756,33.35,44.69,48.89,0
757,32.34,42.8,48.13,0
758,29.12,44.89,45.26,0
759,33.71,43.58,45.15,0
760,29.8,45.7,45.53,0
761,31.81,45.97,48.66,0
762,39.04,43.03,47.23,0
763,30.98,44.0,48.75,0
764,34.63,44.13,48.95,0
765,28.99,44.76,45.43,0
766,30.91,43.83,46.87,0
767,36.24,44.06,46.72,0
768,28.96,43.39,46.02,0
769,36.19,43.9,45.54,0
770,32.79,45.65,48.91,0
771,28.9,44.64,46.57,0
772,32.4,44.7,46.43,0
773,33.33,44.71,44.73,0
774,32.2,43.37,47.62,0
775,25.54,44.05,44.19,0
776,27.98,41.92,47.04,0
777,29.33,45.43,47.03,0
778,29.77,39.32,45.17,0
779,31.77,43.34,46.56,0
780,30.36,45.16,46.23,0
781,25.73,41.38,45.71,0
782,30.8,44.0,45.75,0
783,31.4,42.35,45.78,0
784,31.17,42.79,45.85,0
785,32.65,44.74,45.64,0
786,31.82,43.59,43.25,0
787,30.61,40.22,45.08,0
788,28.94,41.78,45.85,0
789,24.09,44.68,45.45,0
790,30.27,43.87,47.1,0
791,29.53,45.79,46.36,0
792,29.63,45.67,43.31,0
793,24.91,42.61,44.66,0
794,25.41,46.85,44.3,0
795,31.73,43.11,44.85,0
796,28.37,41.6,44.78,0
797,30.45,42.07,45.95,0
798,28.41,39.61,45.01,0
799,28.33,45.38,47.05,0
800,30.97,45.34,45.01,0
801,26.53,41.4,42.8,0
802,28.28,42.56,43.46,0
803,26.53,43.02,45.54,0
804,26.53,41.41,41.04,0
805,26.82,40.19,41.51,0
806,28.34,42.49,44.16,0
807,26.15,42.3,45.97,0
808,31.28,42.17,46.62,0
809,24.74,43.06,43.51,0
810,26.79,44.85,46.0,0
811,25.95,42.23,43.96,0
812,31.53,42.91,40.69,0
813,27.69,43.72,43.67,0
814,30.12,43.44,42.38,0
815,22.49,41.66,45.39,0
816,27.67,42.7,43.44,0
817,29.45,43.36,40.87,0
818,26.95,40.82,40.37,0
819,29.82,44.38,43.26,0
820,25.0,44.61,38.4,0
821,30.7,41.36,42.14,0
822,33.29,42.71,43.57,0
823,25.22,43.36,40.93,0
824,24.9,41.55,44.97,0
825,30.51,43.07,45.31,0
826,30.81,42.57,40.83,0
827,24.43,40.1,42.2,0
828,24.66,42.96,44.73,0
829,25.0,40.6,42.67,0
830,21.73,43.64,39.82,0
831,22.93,41.2,42.26,0
832,22.6,41.94,40.78,0
833,23.23,44.22,44.64,0
834,25.35,42.88,43.58,0
835,26.08,40.49,41.68,0
836,29.96,40.57,42.53,0
837,22.23,41.17,39.57,0
838,28.1,42.64,40.61,0
839,24.43,42.56,45.17,0
840,24.85,40.74,42.11,0
841,26.95,40.23,43.8,0
842,21.48,42.38,42.34,0
843,25.92,41.66,44.45,0
844,25.2,45.15,37.76,0
845,26.1,41.94,41.32,0
846,25.42,44.59,44.93,0
847,31.84,40.09,43.49,0
848,22.49,39.46,44.17,0
849,22.73,40.12,41.45,0
850,22.38,43.56,40.33,0
851,22.51,44.39,39.29,0
852,22.2,40.56,39.09,0
853,27.6,41.02,42.84,0
854,28.22,39.93,42.2,0
855,22.18,38.95,40.98,0
856,21.32,42.72,42.07,0
857,25.16,41.96,41.28,0
858,22.02,41.62,42.86,0
859,25.5,39.48,42.79,0
860,24.14,44.02,38.69,0
861,18.91,40.78,41.31,0
862,28.03,42.32,37.37,0
863,28.7,39.31,40.92,0
864,21.41,41.19,41.8,0
865,22.01,41.89,37.91,0
866,23.96,41.92,39.65,0
867,24.04,41.64,40.45,0
868,24.94,42.13,40.84,0
869,28.92,39.67,39.76,0
